"CountryCode","SeriesCode","DESCRIPTION",
"NOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"NOR","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Norway",
"NPL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NPL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NPL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"NPL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NZL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NZL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NZL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"NZL","SP.DYN.TFRT.IN","Data source: Statistics New Zealand, United Nations World Population Prospects",
"OMN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"OMN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"OMN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"OMN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PAK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PAK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PAK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PER","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","IT.NET.USER.ZS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","IT.NET.USER.ZS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PLW","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PLW","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PLW","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PLW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PLW","SP.DYN.TFRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PNG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PNG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","IT.NET.USER.ZS","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"POL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"POL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","IT.NET.USER.ZS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"POL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"POL","SP.DYN.TFRT.IN","Data source: Eurostat, Central Statistical Office",
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"PRK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","IT.NET.USER.ZS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat",
"PRY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","IT.NET.USER.ZS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"QAT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"QAT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","IT.NET.USER.ZS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ROU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ROU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","IT.NET.USER.ZS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ROU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ROU","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"RUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"RUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","IT.NET.USER.ZS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","SP.DYN.TFRT.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, TransMonEE",
"RWA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"RWA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","IT.NET.USER.ZS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SAU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","IT.NET.USER.ZS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","IT.NET.USER.ZS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","IT.NET.USER.ZS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SGP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SGP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","IT.NET.USER.ZS","Infocomm Development Authority of Singapore (IDA).",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SGP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SGP","SP.DYN.TFRT.IN","Data source: Department of Statistics Singapore",
"SLB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","IT.NET.USER.ZS","Solomon Telekom Company Ltd..",
"SLB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLE","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLE","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLE","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLE","IT.NET.USER.ZS","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SLV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SLV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SLV","IT.NET.USER.ZS","Until 1997: Compañia  de Telecomunicaciones de El Salvador (CTE). Superintendencia General de Electricidad y Telecomunicaciones.",
"SLV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SMR","IT.NET.USER.ZS","Direzione Generale Poste e Telecomunicazioni.",
"SMR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SMR","SP.DYN.TFRT.IN","Data source: Eurostat",
"SOM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SOM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SOM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SOM","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"SOM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SRB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SRB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SRB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SRB","IT.NET.USER.ZS","Ratel, Republic Telecommunication Agency.",
"SRB","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Kosovo.",
"SRB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SRB","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, INED",
"SRB","SP.POP.65UP.TO.ZS","Including Kosovo.",
"SSD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SSF","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SSF","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"STP","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"STP","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"STP","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"STP","IT.NET.USER.ZS","Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). Autoridade Geral de Regulação",
"STP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"STP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SUR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SUR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SUR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SUR","IT.NET.USER.ZS","Telecommunicatiebedrijf Suriname (TELESUR). Telecommunications Authority Suriname (TAS).",
"SUR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SVK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SVK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SVK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SVK","IT.NET.USER.ZS","Ministry of Transport, Posts and Telecommunications.",
"SVK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SVK","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SVK","SP.DYN.TFRT.IN","Data source: Eurostat",
"SVN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SVN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SVN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SVN","IT.NET.USER.ZS","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia.",
"SVN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SVN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SVN","SP.DYN.TFRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"SWE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SWE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SWE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SWE","IT.NET.USER.ZS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency.",
"SWE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SWE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SWE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Sweden",
"SWZ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SWZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SWZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SWZ","IT.NET.USER.ZS","Eswatini Posts and Telecommunications Corporation (STPC).",
"SWZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SYC","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SYC","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SYC","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SYC","IT.NET.USER.ZS","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development.",
"SYC","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SYC","SP.DYN.TFRT.IN","Data source: National Bureau of Statistics",
"SYR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SYR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SYR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SYR","IT.NET.USER.ZS","Syrian Telecommunications Establishment (STE).",
"SYR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TCD","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"TCD","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TCD","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TCD","IT.NET.USER.ZS","Until 2003: SOTEL. Office Tchadien de Régulation des Télécommunications.",
"TCD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TGO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TGO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TGO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TGO","IT.NET.USER.ZS","Societe des Télécommunications du Togo (TOGO TELECOM). From 2004: Autorité de Règlementation des secteurs de postes  (ART&P).",
"TGO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"THA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"THA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"THA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"THA","IT.NET.USER.ZS","Post and Telegraph Department (PTD). From 2002: Ministry of Information and Communication Authority (MICT).",
"THA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"THA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TJK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TJK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TJK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TJK","IT.NET.USER.ZS","Ministry of Communications. From 2003: Tajiktelecom.",
"TJK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TJK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TJK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TKM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TKM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TKM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TKM","IT.NET.USER.ZS","Ministry of Communications.",
"TKM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TKM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TKM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TLS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014). GDP data excludes oil output.",
"TLS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TLS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TLS","SG.GEN.PARL.ZS","The purpose of elections held on 30 August 2001 was to elect members of the Constituent Assembly of Timor-Leste. This body became the National Parliament on 20 May 2002, the date on which the country became independent, without any new elections",
"TLS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TON","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"TON","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TON","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TON","IT.NET.USER.ZS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SG.GEN.PARL.ZS","No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members.",
"TON","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TON","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TTO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TTO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TTO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TTO","IT.NET.USER.ZS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","SM.POP.NETM","Data source: United Nations World Population Prospects",
